Bruce Willis	Grindhouse (2007)	$53,000,000 (estimated)	$25,031,037 (USA) (17 June 2007);;$24,996,559 (USA) (10 June 2007);;$24,928,753 (USA) (3 June 2007);;$24,780,983 (USA) (27 May 2007);;$24,532,700 (USA) (20 May 2007);;$24,283,797 (USA) (6 May 2007);;$23,887,068 (USA) (29 April 2007);;$22,716,865 (USA) (22 April 2007);;$19,699,828 (USA) (15 April 2007)	Canada::6 April 2007
Bruce Willis	Astronaut Farmer, The (2006)	$13,000,000 (estimated)	$10,996,440 (USA) (22 April 2007);;$10,755,700 (USA) (1 April 2007);;$10,371,048 (USA) (18 March 2007);;$9,354,438 (USA) (11 March 2007);;$7,792,554 (USA) (4 March 2007);;$4,454,319 (USA) (25 February 2007)	USA::15 October 2006 (Mill Valley Film Festival)
Bruce Willis	Fast Food Nation (2006)	U	$1,004,059 (USA) (28 January 2007);;$998,203 (USA) (21 January 2007);;$995,055 (USA) (14 January 2007);;$991,826 (USA) (7 January 2007);;$984,968 (USA) (31 December 2006);;$978,408 (USA) (24 December 2006);;$967,433 (USA) (17 December 2006);;$946,392 (USA) (10 December 2006);;$905,718 (USA) (3 December 2006);;$780,641 (USA) (24 November 2006);;$410,804 (USA) (19 November 2006)	France::19 May 2006 (Cannes Film Festival)
Bruce Willis	Over the Hedge (2006)	U	$155,019,340 (USA) (4 September 2006);;$155,019,340 (USA) (3 September 2006);;$154,767,362 (USA) (27 August 2006);;$154,482,036 (USA) (20 August 2006);;$154,042,122 (USA) (13 August 2006);;$153,426,211 (USA) (6 August 2006);;$152,543,839 (USA) (30 July 2006);;$151,707,746 (USA) (23 July 2006);;$150,898,980 (USA) (16 July 2006);;$149,732,375 (USA) (9 July 2006);;$148,513,534 (USA) (2 July 2006);;$144,651,903 (USA) (25 June 2006);;$139,047,483 (USA) (18 June 2006);;$130,213,521 (USA) (11 June 2006);;$112,357,940 (USA) (4 June 2006);;$84,377,727 (USA) (28 May 2006);;$38,457,003 (USA) (21 May 2006);;£12,086,727 (UK) (13 August 2006);;£11,658,833 (UK) (6 August 2006);;£10,882,762 (UK) (30 July 2006);;£9,853,598 (UK) (23 July 2006);;£8,731,577 (UK) (16 July 2006);;£6,953,508 (UK) (9 July 2006);;£3,589,038 (UK) (2 July 2006);;£84,377,727 (UK) (28 May 2006);;$336,002,996 (Worldwide);;$180,983,656 (non-USA);;€1,897,578 (Netherlands) (30 August 2006);;€358,952 (Netherlands) (9 July 2006)	Canada::22 April 2006 (Sprockets Toronto International Film Festival for Children)
Bruce Willis	16 Blocks (2006)	$52,000,000 (estimated)	$36,883,539 (USA) (21 May 2006);;$36,815,755 (USA) (14 May 2006);;$36,656,790 (USA) (7 May 2006);;$36,497,477 (USA) (30 April 2006);;$36,310,980 (USA) (23 April 2006);;$36,212,828 (USA) (16 April 2006);;$36,003,631 (USA) (9 April 2006);;$35,526,665 (USA) (2 April 2006);;$34,004,226 (USA) (26 March 2006);;$30,190,041 (USA) (19 March 2006);;$22,808,568 (USA) (12 March 2006);;$11,855,260 (USA) (5 March 2006);;£2,193,688 (UK) (21 May 2006);;£2,000,899 (UK) (14 May 2006);;£1,634,452 (UK) (7 May 2006);;£778,839 (UK) (30 April 2006);;€41,041 (Netherlands) (18 June 2006)	Philippines::1 March 2006 (Manila)
Bruce Willis	Lucky Number Slevin (2006)	U	$22,494,487 (USA) (16 July 2006);;$22,491,138 (USA) (9 July 2006);;$22,486,499 (USA) (2 July 2006);;$22,475,828 (USA) (25 June 2006);;$22,461,267 (USA) (18 June 2006);;$22,438,650 (USA) (11 June 2006);;$22,401,770 (USA) (4 June 2006);;$22,348,069 (USA) (28 May 2006);;$22,209,233 (USA) (21 May 2006);;$21,988,290 (USA) (14 May 2006);;$21,588,013 (USA) (7 May 2006);;$20,752,033 (USA) (30 April 2006);;$18,674,953 (USA) (23 April 2006);;$14,297,147 (USA) (16 April 2006);;$7,031,921 (USA) (9 April 2006);;£4,437,104 (UK) (26 March 2006);;£4,117,844 (UK) (19 March 2006);;£3,493,154 (UK) (12 March 2006);;£2,509,322 (UK) (5 March 2006);;£1,074,550 (UK) (26 February 2006);;€122,826 (Netherlands) (23 April 2006)	UK::24 February 2006
Bruce Willis	Alpha Dog (2006)	U	$15,229,325 (USA) (18 February 2007);;$15,133,185 (USA) (11 February 2007);;$14,832,545 (USA) (4 February 2007);;$14,045,245 (USA) (28 January 2007);;$11,787,810 (USA) (21 January 2007);;$7,411,750 (USA) (14 January 2007);;£1,955,182 (UK) (20 May 2007);;£1,449,714 (UK) (6 May 2007);;£1,078,982 (UK) (29 April 2007);;£452,232 (UK) (22 April 2007)	USA::27 January 2006 (Sundance Film Festival)
Bruce Willis	Sin City (2005)	$40,000,000 (estimated)	$74,103,820 (USA) (30 July 2012);;$74,080,767 (USA) (31 July 2005);;$74,045,065 (USA) (24 July 2005);;$73,995,242 (USA) (17 July 2005);;$73,906,939 (USA) (10 July 2005);;$73,786,947 (USA) (4 July 2005);;$73,678,234 (USA) (26 June 2005);;$73,639,680 (USA) (19 June 2005);;$73,586,384 (USA) (12 June 2005);;$73,524,315 (USA) (5 June 2005);;$73,239,371 (USA) (22 May 2005);;$72,951,893 (USA) (15 May 2005);;$72,212,418 (USA) (8 May 2005);;$70,605,067 (USA) (1 May 2005);;$67,263,575 (USA) (24 April 2005);;$61,301,949 (USA) (17 April 2005);;$50,762,939 (USA) (10 April 2005);;$29,120,273 (USA) (3 April 2005);;£7,004,229 (UK) (17 July 2005);;£6,911,294 (UK) (10 July 2005);;£6,710,412 (UK) (3 July 2005);;£6,355,799 (UK) (26 June 2005);;£5,707,095 (UK) (19 June 2005);;£4,650,906 (UK) (12 June 2005);;£2,452,299 (UK) (5 June 2005);;$158,753,820 (Worldwide) (30 July 2012);;CZK 13,617,319 (Czech Republic) (22 September 2005);;CZK 13,365,024 (Czech Republic) (15 September 2005);;€3,984,508 (Italy) (10 July 2005);;€2,763,702 (Italy) (12 June 2005);;€1,553,586 (Italy) ( June 2005);;€981,057 (Netherlands) (17 July 2005);;€280,362 (Netherlands) (5 June 2005);;€3,897,868 (Spain) (28 August 2005);;€3,099,401 (Spain) (21 August 2005);;€1,406,560 (Spain) (14 August 2005)	USA::28 March 2005 (Westwood, California)
Bruce Willis	Hostage (2005)	$52,000,000 (estimated)	$34,636,443 (USA) (19 June 2005);;$34,617,915 (USA) (12 June 2005);;$34,579,828 (USA) (5 June 2005);;$34,458,463 (USA) (22 May 2005);;$34,417,823 (USA) (15 May 2005);;$34,378,145 (USA) (8 May 2005);;$34,290,441 (USA) (1 May 2005);;$34,033,731 (USA) (24 April 2005);;$33,406,625 (USA) (17 April 2005);;$32,234,819 (USA) (10 April 2005);;$30,288,870 (USA) (3 April 2005);;$26,201,432 (USA) (27 March 2005);;$19,503,139 (USA) (20 March 2005);;$10,214,734 (USA) (13 March 2005);;£3,948,902 (UK) (17 April 2005);;£3,772,564 (UK) (10 April 2005);;£3,433,842 (UK) (3 April 2005);;£2,772,313 (UK) (27 March 2005);;£1,880,385 (UK) (20 March 2005);;£807,171 (UK) (13 March 2005);;€1,235,972 (Italy) (10 April 2005);;€1,134,433 (Italy) (3 April 2005);;€843,637 (Italy) (27 March 2005);;€354,105 (Italy) (20 March 2005);;€143,250 (Netherlands) (29 May 2005)	Philippines::9 March 2005 (Manila)
Bruce Willis	Ocean's Twelve (2004)	$110,000,000 (estimated)	$125,531,634 (USA) (20 March 2005);;$125,485,629 (USA) (13 March 2005);;$125,402,117 (USA) (6 March 2005);;$125,245,047 (USA) (27 February 2005);;$125,012,782 (USA) (20 February 2005);;$124,484,554 (USA) (13 February 2005);;$124,164,979 (USA) (6 February 2005);;$123,608,293 (USA) (30 January 2005);;$122,389,114 (USA) (23 January 2005);;$120,460,509 (USA) (16 January 2005);;$115,312,023 (USA) (9 January 2005);;$107,006,344 (USA) (2 January 2005);;$86,600,224 (USA) (26 December 2004);;$68,524,528 (USA) (19 December 2004);;$39,153,380 (USA) (12 December 2004);;£12,030,148 (UK) (6 March 2005);;£11,422,858 (UK) (27 February 2005);;£10,281,251 (UK) (20 February 2005);;£6,897,580 (UK) (13 February 2005);;£3,394,100 (UK) (6 February 2005);;$107,300,000 (Worldwide) (2 January 2005) (except USA);;€10,695,257 (Italy) (23 January 2005);;€10,478,063 (Italy) (16 January 2005);;€9,898,840 (Italy) (9 January 2005);;€7,799,093 (Italy) (2 January 2005);;€4,539,732 (Italy) (26 December 2004);;€1,573,718 (Italy) (19 December 2004);;€5,133,166 (Netherlands) (13 February 2005);;€4,797,187 (Netherlands) (23 January 2005);;€3,229,311 (Netherlands) (2 January 2005);;€1,025,730 (Netherlands) (19 December 2004);;PHP 20,768,100 (Philippines) (9 January 2005)	USA::8 December 2004 (Hollywood, California)
Bruce Willis	Whole Ten Yards, The (2004)	$40,000,000 (estimated)	$16,323,969 (USA) (20 June 2004);;$16,302,288 (USA) (13 June 2004);;$16,247,590 (USA) (6 June 2004);;$16,191,235 (USA) (30 May 2004);;$16,159,854 (USA) (23 May 2004);;$16,092,006 (USA) (16 May 2004);;$15,857,113 (USA) (2 May 2004);;$14,986,414 (USA) (25 April 2004);;$12,488,847 (USA) (18 April 2004);;$6,685,381 (USA) (11 April 2004);;£61,405 (UK) (20 June 2004);;€446,630 (Italy) (10 October 2004);;€246,106 (Italy) (3 October 2004)	Iceland::7 April 2004
Bruce Willis	Charlie's Angels: Full Throttle (2003)	$120,000,000 (estimated)	$100,685,880 (USA) (14 September 2003);;$100,518,250 (USA) (7 September 2003);;$100,262,649 (USA) (31 August 2003);;$99,518,415 (USA) (24 August 2003);;$97,740,542 (USA) (17 August 2003);;$95,438,695 (USA) (10 August 2003);;$94,527,728 (USA) (3 August 2003);;$93,073,452 (USA) (27 July 2003);;$89,234,967 (USA) (20 July 2003);;$81,533,742 (USA) (13 July 2003);;$67,068,572 (USA) (6 July 2003);;$37,634,221 (USA) (29 June 2003);;$100,830,111 (USA);;£12,109,789 (UK) (10 August 2003);;£11,825,921 (UK) (3 August 2003);;£10,790,751 (UK) (27 July 2003);;£8,792,163 (UK) (20 July 2003);;£6,523,248 (UK) (13 July 2003);;£3,273,078 (UK) (6 July 2003);;$158,345,677 (Worldwide) (except USA);;$259,175,788 (Worldwide);;INR 4,433,000 (India) (11 July 2003);;€2,566,341 (Italy) (23 November 2003);;€2,562,530 (Italy) (7 September 2003);;€1,506,272 (Italy) (13 July 2003);;€730,813 (Italy) (6 July 2003);;€5,872,430 (Spain) (17 August 2003);;€5,724,870 (Spain) (10 August 2003);;€5,362,301 (Spain) (3 August 2003);;€4,773,513 (Spain) (27 July 2003);;€3,684,207 (Spain) (20 July 2003);;€1,779,132 (Spain) (13 July 2003)	USA::18 June 2003
Bruce Willis	Rugrats Go Wild (2003)	$25,000,000 (estimated)	$39,399,750 (USA) (21 September 2003);;$39,378,921 (USA) (14 September 2003);;$39,343,764 (USA) (7 September 2003);;$39,292,963 (USA) (31 August 2003);;$39,102,946 (USA) (24 August 2003);;$38,802,248 (USA) (17 August 2003);;$38,552,666 (USA) (10 August 2003);;$38,424,829 (USA) (3 August 2003);;$38,243,303 (USA) (27 July 2003);;$37,740,370 (USA) (20 July 2003);;$36,801,254 (USA) (13 July 2003);;$34,795,965 (USA) (6 July 2003);;$30,979,792 (USA) (29 June 2003);;$23,800,967 (USA) (22 June 2003);;$11,556,869 (USA) (15 June 2003);;£3,044,715 (UK) (28 September 2003);;£2,960,646 (UK) (21 September 2003);;£2,762,620 (UK) (7 September 2003);;£2,472,965 (UK) (31 August 2003);;£1,871,498 (UK) (24 August 2003);;£1,192,630 (UK) (17 August 2003);;£360,005 (UK) (10 August 2003);;$13,203,787 (Worldwide) (7 November 2003) (except USA);;€1,181,280 (Spain) (31 August 2003);;€806,350 (Spain) (24 August 2003);;€535,516 (Spain) (17 August 2003);;€181,250 (Spain) (10 August 2003)	USA::1 June 2003 (Hollywood, California)
Bruce Willis	Tears of the Sun (2003)	$70,000,000 (estimated)	$43,426,961 (USA) (20 April 2003);;$43,263,007 (USA) (13 April 2003);;$42,801,916 (USA) (6 April 2003);;$41,434,588 (USA) (30 March 2003);;$37,921,775 (USA) (23 March 2003);;$30,721,673 (USA) (16 March 2003);;$17,057,213 (USA) (9 March 2003);;£727,202 (UK) (21 September 2003);;£406,324 (UK) (14 September 2003);;$42,733,286 (Worldwide) (except USA);;$86,468,162 (Worldwide);;ARS 139,142 (Argentina) (15 July 2003);;ARS 131,611 (Argentina) (8 July 2003);;ARS 106,409 (Argentina) (1 July 2003);;ARS 66,584 (Argentina) (24 June 2003);;€1,897,909 (Italy) (15 December 2003);;€1,574,009 (Italy) (7 December 2003);;€1,231,344 (Italy) (30 November 2003);;€690,938 (Italy) (23 November 2003);;$5,980,570 (Japan) (9 November 2003);;$4,078,437 (Japan) (2 November 2003);;$1,394,662 (Japan) (26 October 2003);;$740,280 (Russia) (27 July 2003);;€2,193,112 (Spain) (7 December 2003);;€1,815,864 (Spain) (30 November 2003);;€1,034,856 (Spain) (23 November 2003)	USA::3 March 2003
Bruce Willis	Grand Champion (2002)	U	U	USA::March 2002
Bruce Willis	Hart's War (2002)	$60,000,000 (estimated)	$19,076,815 (USA) (19 May 2002);;$19,036,854 (USA) (31 March 2002);;$19,003,827 (USA) (24 March 2002);;$18,886,260 (USA) (17 March 2002);;$18,631,938 (USA) (10 March 2002);;$17,804,048 (USA) (3 March 2002);;$15,000,723 (USA) (24 February 2002);;$8,907,413 (USA) (17 February 2002);;£245,019 (UK) (2 June 2002);;£129,484 (UK) (26 May 2002);;$13,209,403 (Worldwide) ( 2002) (except USA);;$32,286,000 (Worldwide) ( 2002);;€887,031 (Italy) (30 June 2002);;€830,706 (Italy) (23 June 2002);;€730,649 (Italy) (16 June 2002);;€575,759 (Italy) (9 June 2002);;€213,161 (Italy) (2 June 2002);;SGD 74,222 (Singapore) (13 June 2002);;€1,508,711 (Spain) (10 August 2002);;$196,185 (Turkey) (7 July 2004);;$166,506 (Turkey) (30 June 2004);;$141,981 (Turkey) (23 June 2004);;$107,767 (Turkey) (16 June 2004);;$35,906 (Turkey) (9 June 2004)	USA::15 February 2002
Bruce Willis	Bandits (2001)	$80,000,000 (estimated)	$41,523,271 (USA) (3 February 2002);;$41,509,482 (USA) (27 January 2002);;$41,494,618 (USA) (20 January 2002);;$41,468,600 (USA) (13 January 2002);;$41,299,609 (USA) (16 December 2001);;$41,176,738 (USA) (9 December 2001);;$41,000,077 (USA) (2 December 2001);;$40,677,084 (USA) (25 November 2001);;$39,793,423 (USA) (18 November 2001);;$38,576,375 (USA) (11 November 2001);;$36,270,462 (USA) (4 November 2001);;$32,131,388 (USA) (28 October 2001);;$24,884,979 (USA) (21 October 2001);;$13,050,700 (USA) (14 October 2001);;£1,860,471 (UK) (30 December 2001);;£1,815,517 (UK) (23 December 2001);;£1,664,022 (UK) (16 December 2001);;£1,247,013 (UK) (9 December 2001);;£644,271 (UK) (2 December 2001);;€3,116,955 (Germany);;€2,041,915 (Spain) (31 August 2002);;$1,900,000 (Spain)	USA::12 October 2001
Bruce Willis	Unbreakable (2000)	$75,000,000 (estimated)	$94,999,143 (USA) (15 April 2001);;$94,968,321 (USA) (8 April 2001);;$94,920,438 (USA) (1 April 2001);;$94,842,338 (USA) (25 March 2001);;$94,719,622 (USA) (18 March 2001);;$94,510,235 (USA) (11 March 2001);;$94,214,165 (USA) (4 March 2001);;$93,487,743 (USA) (25 February 2001);;$93,582,335 (USA) (18 February 2001);;$93,552,361 (USA) (11 February 2001);;$93,501,136 (USA) (4 February 2001);;$93,378,902 (USA) (28 January 2001);;$93,207,957 (USA) (21 January 2001);;$92,914,916 (USA) (14 January 2001);;$92,009,544 (USA) (7 January 2001);;$90,033,796 (USA) (1 January 2001);;$86,489,717 (USA) (25 December 2000);;$83,119,244 (USA) (17 December 2000);;$77,403,181 (USA) (10 December 2000);;$66,346,208 (USA) (3 December 2000);;$46,010,629 (USA) (26 November 2000);;$95,011,339 (USA);;£11,222,712 (UK) (11 February 2001);;£11,004,011 (UK) (4 February 2001);;£10,523,903 (UK) (28 January 2001);;£9,714,980 (UK) (21 January 2001);;£8,436,919 (UK) (14 January 2001);;£6,329,376 (UK) (7 January 2001);;£2,004,890 (UK) (31 December 2000);;$249,511,339 (Worldwide);;$154,500,000 (Worldwide) (except USA);;AUD 3,214,804 (Australia) (14 December 2000);;€14,574,060 (Germany);;ITL 19,194,860,000 (Italy) (31 August 2001);;€9,800,990 (Spain) (20 February 2003);;€9,767,646 (Spain) (31 August 2002);;ESP 1,581,751,980 (Spain) (30 June 2001)	USA::14 November 2000
Bruce Willis	Kid, The (2000)	$60,000,000 (estimated)	$69,688,384 (USA) (26 November 2000);;$69,655,960 (USA) (19 November 2000);;$69,624,150 (USA) (12 November 2000);;$69,556,376 (USA) (5 November 2000);;$69,480,206 (USA) (29 October 2000);;$69,379,898 (USA) (22 October 2000);;$69,196,150 (USA) (15 October 2000);;$68,902,237 (USA) (8 October 2000);;$68,493,389 (USA) (1 October 2000);;$68,034,739 (USA) (24 September 2000);;$67,748,872 (USA) (17 September 2000);;$67,428,595 (USA) (10 September 2000);;$67,011,632 (USA) (3 September 2000);;$65,759,135 (USA) (27 August 2000);;$64,430,003 (USA) (20 August 2000);;$62,127,599 (USA) (13 August 2000);;$58,320,496 (USA) (6 August 2000);;$52,057,163 (USA) (30 July 2000);;$42,332,951 (USA) (23 July 2000);;$30,004,785 (USA) (16 July 2000);;$12,687,726 (USA) (9 July 2000);;£996,451 (UK) (26 November 2000);;£760,087 (UK) (19 November 2000);;£383,783 (UK) (12 November 2000);;€3,009,017 (Spain) (10 August 2002);;ESP 491,340,030 (Spain) (25 June 2001)	USA::25 June 2000
Bruce Willis	Whole Nine Yards, The (2000)	$24,000,000 (estimated)	$57,262,492 (USA) (14 May 2000);;$57,179,917 (USA) (7 May 2000);;$57,020,757 (USA) (30 April 2000);;$56,812,848 (USA) (23 April 2000);;$56,686,254 (USA) (16 April 2000);;$56,493,588 (USA) (9 April 2000);;$55,851,307 (USA) (2 April 2000);;$54,106,403 (USA) (26 March 2000);;$51,071,108 (USA) (19 March 2000);;$45,910,952 (USA) (12 March 2000);;$38,334,645 (USA) (5 March 2000);;$28,444,377 (USA) (27 February 2000);;$15,915,676 (USA) (20 February 2000);;£2,564,228 (UK) (18 June 2000);;£2,417,461 (UK) (11 June 2000);;£2,107,078 (UK) (4 June 2000);;£1,478,311 (UK) (28 May 2000);;£667,508 (UK) (21 May 2000)	USA::17 February 2000
Bruce Willis	Story of Us, The (1999)	$50,000,000 (estimated)	$27,067,160 (USA) (28 November 1999);;$26,907,405 (USA) (21 November 1999);;$26,538,500 (USA) (14 November 1999);;$25,315,745 (USA) (7 November 1999);;$22,256,765 (USA) (31 October 1999);;$17,771,665 (USA) (24 October 1999);;$9,673,080 (USA) (17 October 1999);;£549,553 (UK) (30 April 2000);;£231,564 (UK) (23 April 2000)	USA::13 October 1999
Bruce Willis	Sixth Sense, The (1999)	$40,000,000 (estimated)	$293,501,675 (USA) (14 May 2000);;$293,476,912 (USA) (7 May 2000);;$293,414,160 (USA) (30 April 2000);;$293,243,954 (USA) (23 April 2000);;$292,933,724 (USA) (16 April 2000);;$292,516,192 (USA) (9 April 2000);;$291,745,637 (USA) (2 April 2000);;$290,288,427 (USA) (26 March 2000);;$288,477,004 (USA) (19 March 2000);;$286,827,314 (USA) (12 March 2000);;$285,519,660 (USA) (5 March 2000);;$283,917,914 (USA) (27 February 2000);;$282,005,620 (USA) (20 February 2000);;$279,575,220 (USA) (13 February 2000);;$278,386,554 (USA) (6 February 2000);;$278,016,403 (USA) (30 January 2000);;$277,709,407 (USA) (23 January 2000);;$277,400,187 (USA) (16 January 2000);;$276,862,853 (USA) (9 January 2000);;$276,374,943 (USA) (2 January 2000);;$275,717,508 (USA) (26 December 1999);;$275,176,668 (USA) (19 December 1999);;$274,477,963 (USA) (12 December 1999);;$273,549,908 (USA) (5 December 1999);;$272,318,916 (USA) (28 November 1999);;$269,975,523 (USA) (21 November 1999);;$267,741,966 (USA) (14 November 1999);;$264,042,695 (USA) (7 November 1999);;$259,835,832 (USA) (31 October 1999);;$255,501,006 (USA) (24 October 1999);;$249,858,389 (USA) (17 October 1999);;$242,710,195 (USA) (10 October 1999);;$234,547,781 (USA) (3 October 1999);;$225,042,276 (USA) (26 September 1999);;$213,275,834 (USA) (19 September 1999);;$197,665,281 (USA) (12 September 1999);;$176,245,282 (USA) (5 September 1999);;$138,853,903 (USA) (29 August 1999);;$107,506,281 (USA) (22 August 1999);;$69,661,654 (USA) (15 August 1999);;$26,681,262 (USA) (8 August 1999);;$293,506,292 (USA);;£25,407,279 (UK) (19 March 2000);;£25,299,794 (UK) (12 March 2000);;£25,143,531 (UK) (5 March 2000);;£24,937,931 (UK) (27 February 2000);;£24,703,653 (UK) (20 February 2000);;£24,517,553 (UK) (13 February 2000);;£24,253,876 (UK) (6 February 2000);;£23,743,747 (UK) (30 January 2000);;£23,264,297 (UK) (23 January 2000);;£22,430,007 (UK) (16 January 2000);;£21,565,771 (UK) (9 January 2000);;£20,449,726 (UK) (2 January 2000);;£19,346,916 (UK) (26 December 1999);;£18,800,903 (UK) (19 December 1999);;£17,833,709 (UK) (12 December 1999);;£16,381,006 (UK) (5 December 1999);;£14,086,320 (UK) (28 November 1999);;£10,450,596 (UK) (21 November 1999);;£5,229,978 (UK) (14 November 1999);;£257,479 (UK) (7 November 1999);;$672,806,292 (Worldwide);;DKK 18,659,188 (Denmark);;$22,100,000 (Germany);;€7,615,010 (Netherlands);;SGD 2,729,000 (Singapore) (8 December 1999);;SGD 2,726,000 (Singapore) (1 December 1999);;SGD 2,710,000 (Singapore) (10 November 1999);;SGD 2,679,000 (Singapore) (3 November 1999);;SGD 2,627,000 (Singapore) (27 October 1999);;SGD 2,539,000 (Singapore) (20 October 1999);;SGD 2,397,000 (Singapore) (13 October 1999);;SGD 2,188,000 (Singapore) (6 October 1999);;SGD 1,793,000 (Singapore) (30 September 1999);;SGD 1,620,000 (Singapore) (27 September 1999);;SGD 1,157,787 (Singapore) (22 September 1999);;SGD 201,093 (Singapore) (12 September 1999) (sneak preview);;€26,556,344 (Spain) (20 February 2003)	USA::2 August 1999 (Philadelphia, Pennsylvania)
Bruce Willis	Breakfast of Champions (1999)	$12,000,000 (estimated)	$175,370 (USA) (19 December 1999);;$167,260 (USA) (12 December 1999);;$157,294 (USA) (5 December 1999);;$153,158 (USA) (28 November 1999);;$150,686 (USA) (21 November 1999);;$147,787 (USA) (14 November 1999);;$143,090 (USA) (7 November 1999);;$136,110 (USA) (31 October 1999);;$127,506 (USA) (24 October 1999);;$117,884 (USA) (17 October 1999);;$108,024 (USA) (10 October 1999);;$96,966 (USA) (3 October 1999);;$79,422 (USA) (26 September 1999);;$42,326 (USA) (19 September 1999)	Germany::13 February 1999 (Berlin International Film Festival)
Bruce Willis	Siege, The (1998)	$70,000,000 (estimated)	$40,932,372 (USA) (14 February 1999);;$40,914,967 (USA) (7 February 1999);;$40,880,941 (USA) (31 January 1999);;$40,819,253 (USA) (24 January 1999);;$40,724,804 (USA) (17 January 1999);;$40,510,759 (USA) (10 January 1999);;$40,163,804 (USA) (3 January 1999);;$39,716,979 (USA) (27 December 1998);;$39,299,835 (USA) (20 December 1998);;$38,749,792 (USA) (13 December 1998);;$37,829,456 (USA) (6 December 1998);;$36,203,435 (USA) (29 November 1998);;$32,059,634 (USA) (22 November 1998);;$26,370,984 (USA) (15 November 1998);;$13,931,285 (USA) (8 November 1998);;£3,143,307 (UK) (7 February 1999);;£2,983,156 (UK) (31 January 1999);;£2,577,962 (UK) (24 January 1999);;£1,861,468 (UK) (17 January 1999);;£845,954 (UK) (10 January 1999);;SGD 511,909 (Singapore) (17 February 1999)	USA::6 November 1998
Bruce Willis	Armageddon (1998)	$140,000,000 (estimated)	$201,573,391 (USA) (6 December 1998);;$201,551,346 (USA) (29 November 1998);;$201,470,728 (USA) (22 November 1998);;$201,331,567 (USA) (15 November 1998);;$201,046,133 (USA) (8 November 1998);;$200,662,652 (USA) (1 November 1998);;$200,231,869 (USA) (25 October 1998);;$199,629,136 (USA) (18 October 1998);;$198,798,517 (USA) (11 October 1998);;$197,914,090 (USA) (4 October 1998);;$197,134,670 (USA) (27 September 1998);;$195,835,936 (USA) (20 September 1998);;$194,125,324 (USA) (13 September 1998);;$188,540,431 (USA) (30 August 1998);;$184,993,784 (USA) (23 August 1998);;$180,032,498 (USA) (16 August 1998);;$172,771,899 (USA) (9 August 1998);;$149,607,826 (USA) (26 July 1998);;$129,134,246 (USA) (19 July 1998);;$99,860,537 (USA) (12 July 1998);;$54,202,675 (USA) (5 July 1998);;£16,401,954 (UK) (11 October 1998);;£16,259,928 (UK) (4 October 1998);;£15,978,907 (UK) (27 September 1998);;£15,606,028 (UK) (20 September 1998);;£15,075,989 (UK) (13 September 1998);;£14,166,197 (UK) (6 September 1998);;£12,514,655 (UK) (30 August 1998);;£10,307,264 (UK) (23 August 1998);;£6,990,993 (UK) (16 August 1998);;£2,732,785 (UK) (9 August 1998);;$553,709,788 (Worldwide) (12 August 2012);;$251,200,000 (Worldwide) (20 December 1998) (except USA);;$226,900,000 (Worldwide) (11 October 1998) (except USA);;$223,500,000 (Worldwide) (4 October 1998) (except USA);;$143,500,000 (Worldwide) (23 August 1998) (except USA);;$118,500,000 (Worldwide) (16 August 1998) (except USA);;$89,000,000 (Worldwide) (9 August 1998) (except USA);;DEM 28,018,551 (Germany) (26 July 1998);;SGD 2,630,000 (Singapore);;€8,594,093 (Spain)	USA::30 June 1998 (Westwood, California)
Bruce Willis	Mercury Rising (1998)	$60,000,000 (estimated)	$32,940,507 (USA) (5 July 1998);;$32,891,426 (USA) (28 June 1998);;$32,806,685 (USA) (21 June 1998);;$32,609,408 (USA) (14 June 1998);;$32,351,270 (USA) (7 June 1998);;$32,006,820 (USA) (31 May 1998);;$31,712,520 (USA) (25 May 1998);;$31,374,550 (USA) (17 May 1998);;$30,797,610 (USA) (10 May 1998);;$29,843,055 (USA) (3 May 1998);;$27,891,395 (USA) (26 April 1998);;$24,666,610 (USA) (19 April 1998);;$18,843,190 (USA) (12 April 1998);;$10,104,715 (USA) (5 April 1998);;£1,027,487 (UK) (18 October 1998);;£865,420 (UK) (11 October 1998);;£457,292 (UK) (4 October 1998);;$49,300,000 (Worldwide) (11 October 1998) (except USA);;$91,600,000 (Worldwide);;$58,600,000 (Worldwide) (except USA);;DEM 11,848,182 (Germany) (5 July 1998)	USA::1 April 1998
